State,Medical School,Course,Required or Recommended?,Lab?,Credit Hours,Pass/Fail,AP Credit,Online Course,Community College,Additional Info,,,,,,,
NY,Albert Einstein College of Medicine,Psychology,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,Albert Einstein College of Medicine,Social Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Behavioral Sciences,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Biochemistry,Required,N,,C,N,N,Y,"One semester, the lab is recommended but not
required. We will accept Pass/Fail, and online
coursework completed in the 2020 academic
calendar and Spring/Summer 2021 semesters.",,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Biology,Required,Y,,C,N,N,Y,"One year of Biology with lab. We will accept Pass/
Fail and online labs for coursework completed in the
2020 academic calendar and Spring/Summer 2021
semesters.",,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Biology/Zoology,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Calculus,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,College English,Required,N,,C,N,N,Y,"One year of English or other writing-intensive
courses.",,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,College Mathematics,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Computer Science,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Genetics,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Humanities,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Inorganic Chemistry,,,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Organic Chemistry,Required,Y,,C,N,N,Y,"Two years of chemistry, one of which must be
Organic Chemistry, both with labs. We will accept
Pass/Fail and online labs for the 2020 academic
calendar and Spring/Summer 2021 semesters.",,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Physics,Required,Y,,C,Y,N,Y,"One year of physics with one semester of lab. We
will accept Pass/Fail and online labs for coursework
completed in the 2020 academic calendar and
Spring/Summer 2021 semesters.",,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Psychology,,N,,,,,,,,,,,,,
NY,Columbia University Vagelos College of Physicians and Surgeons,Social Sciences,,N,,,,,,,,,,,,,
NY,CUNY School of Medicine,Behavioral Sciences,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Biochemistry,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Biology,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Biology/Zoology,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Calculus,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,College English,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,College Mathematics,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Computer Science,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Genetics,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Humanities,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Inorganic Chemistry,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Organic Chemistry,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Physics,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Psychology,,,,,,,,,,,,,,,
NY,CUNY School of Medicine,Social Sciences,,,,,,,,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Behavioral Sciences,,N,,,,Y,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Biochemistry,Recommended,Y,4,,N,N,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Biology,Recommended,Y,8,,N,N,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Biology/Zoology,,N,,,N,N,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Calculus,Recommended,N,3,,,Y,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,College English,Recommended,N,6,,N,N,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,College Mathematics,Recommended,N,,,N,N,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Computer Science,,N,,,N,Y,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Genetics,Recommended,N,3,,N,Y,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Humanities,,N,,,,Y,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Inorganic Chemistry,Recommended,Y,8,,N,N,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Organic Chemistry,Recommended,Y,8,,N,N,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Physics,Recommended,Y,8,,N,N,C,"We will accept CC credits if enrolled at CC full time
(e.g., 1st year & transferred to a 4 yr school) but not
if as summer or replacement course if currently
matriculated in a 4 year BA/BS program.",,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Psychology,Recommended,N,3,,Y,Y,Y,,,,,,,,
NY,Donald and Barbara Zucker School of Medicine at Hofstra/Northwell,Social Sciences,Recommended,N,3,,Y,Y,Y,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Behavioral Sciences,Recommended,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Biochemistry,Required,N,,,,,,"One semester with lab required, if taken in
combination with Organic Chemistry. We will
consider online classes and labs for coursework
completed in the 2020-2021 academic year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Biology,Required,Y,,,N,N,Y,"One year required and if placed out with AP credit an
upper level Biology course is required. We will
consider online classes and labs for coursework
completed in the 2020-2021 academic year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Biology/Zoology,,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Calculus,,,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,College English,Required,N,,,,,,"May be fulfilled with a writing intensive college
course.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,College Mathematics,,,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Computer Science,,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Genetics,,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Humanities,Recommended,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Inorganic Chemistry,Required,Y,,,N,N,Y,"One year required. If placed out with AP credit an
upper level Chemistry course is required. We will
consider online classes and labs for coursework
completed in the 2020-2021 academic year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Organic Chemistry,Required,Y,,,N,N,Y,"One semester or if placed out with AP credit, an
upper level Chemistry course is required. We will
consider online classes and labs for coursework
completed in the 2020-2021 academic year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Physics,Required,N,,,,,,"One semester. Can be satisfied with score of 5 on
AP exam. We will consider online classes for
coursework completed in the 2020-2021 academic
year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Psychology,Recommended,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Social Sciences,Recommended,N,,,,,,,,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Statistics,Required,,,,C,N,Y,"Political Science, Sociology and Global Health
preferred. We will consider online coursework
completed in the 2020-2021 academic year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Behavioral Sciences,Recommended,N,,,Y,C,Y,"One semester required. Biostatistics is preferred. We
will consider online coursework completed in the
2020-2021 academic year.",,,,,,,
NY,Icahn School of Medicine at Mount Sinai,Biochemistry,Recommended,,,,Y,N,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Biology,Required,Y,,7,Y,N,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Biology/Zoology,,N,,,Y,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Calculus,,N,,,Y,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,College English,Required,N,,6,Y,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,College Mathematics,,N,,,Y,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Computer Science,Recommended,N,,,Y,C,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Genetics,Recommended,N,,,,N,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Humanities,Recommended,N,,,C,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Inorganic Chemistry,Required,N,,7,,N,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Organic Chemistry,Required,N,,7,Y,N,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Physics,Required,N,,6,Y,N,C,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Psychology,Recommended,N,,,Y,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Social Sciences,Recommended,N,,,Y,C,Y,,,,,,,,
NY,Jacobs School of Medicine and Biomedical Sciences at the University at Buffalo,Statistics,Recommended,,,,Y,Y,Y,,,,,,,,
NY,New York Medical College,Behavioral Sciences,Recommended,N,,C,Y,N,Y,,,,,,,,
NY,New York Medical College,Biochemistry,Required,N,3,C,N,C,Y,"(With or without lab) We will accept Pass/Fail and
online labs for coursework completed for the Winter
& Spring of 2020. For Fall 2020 through Spring
2022, this will be reviewed case by case by NYMC",,,,,,,
NY,New York Medical College,Biology,Required,Y,8,C,Y,C,Y,"We will accept Pass/Fail and online labs for
coursework completed for the Winter & Spring of
2020. For Fall 2020 through Spring 2022, this will be
reviewed case by case and should inquire with
NYMC.",,,,,,,
NY,New York Medical College,Biology/Zoology,,N,,,,,,,,,,,,,
NY,New York Medical College,Calculus,,N,,,,,,,,,,,,,
NY,New York Medical College,College English,Required,N,6,C,Y,C,Y,"We will accept Pass/Fail and online labs for
coursework completed for the Winter & Spring of
2020. For Fall 2020 through Spring 2022, this will be
reviewed case by case and should inquire with
NYMC",,,,,,,
NY,New York Medical College,College Mathematics,Recommended,N,,C,Y,N,Y,,,,,,,,
NY,New York Medical College,Computer Science,,N,,,,,,,,,,,,,
NY,New York Medical College,Genetics,Recommended,N,,C,Y,N,Y,,,,,,,,
NY,New York Medical College,Humanities,Recommended,N,,C,Y,N,Y,,,,,,,,
NY,New York Medical College,Inorganic Chemistry,Required,Y,8,,Y,C,Y,"We will accept Pass/Fail and online labs for
coursework completed for the Winter & Spring of
2020. For Fall 2020 through Spring 2022, this will be
reviewed case by case and should inquire with
NYMC",,,,,,,
NY,New York Medical College,Organic Chemistry,Required,Y,4,C,Y,C,Y,"Only 1st semester w/ lab is required. We will accept
Pass/Fail and online labs for coursework completed
for the Winter/Spring of 2020. For Fall 2020 through
Spring 2022, case by case by NYMC",,,,,,,
NY,New York Medical College,Physics,Required,Y,8,C,Y,N,Y,"We will accept Pass/Fail and online labs for
coursework completed for the Winter & Spring of
2020. For Fall 2020 through Spring 2022, this will be
reviewed case by case and should inquire with
NYMC",,,,,,,
NY,New York Medical College,Psychology,Recommended,N,,C,,,Y,,,,,,,,
NY,New York Medical College,Social Sciences,Recommended,N,,C,,,Y,,,,,,,,
NY,New York Medical College,Statistics,Recommended,N,,C,Y,N,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Behavioral Sciences,,N,,,,,,,,,,,,,
NY,New York University Grossman School of Medicine,Biochemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Biology,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Biology/Zoology,,N,,,,,,,,,,,,,
NY,New York University Grossman School of Medicine,Calculus,,N,,,,,,,,,,,,,
NY,New York University Grossman School of Medicine,College English,Recommended,,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,College Mathematics,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Computer Science,,N,,,,,,,,,,,,,
NY,New York University Grossman School of Medicine,Genetics,Recommended,,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Humanities,,N,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Organic Chemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Physics,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Psychology,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Social Sciences,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Sociology,Recommended,N,,,Y,Y,Y,,,,,,,,
NY,New York University Grossman School of Medicine,Statistics,Recommended,,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Behavioral Sciences,Recommended,,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Biochemistry,Recommended,Y,,,Y,Y,Y,"A college-level Biochemistry course is highly
recommended in preparation our medical education
program.",,,,,,,
NY,NYU Grossman Long Island School of Medicine,Biology,Recommended,Y,,,Y,Y,Y,"Upper-level biology coursework is recommended in
preparation for our medical education program",,,,,,,
NY,NYU Grossman Long Island School of Medicine,Biology/Zoology,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Calculus,,,,,,,,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,College English,Recommended,,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,College Mathematics,Recommended,,,,Y,Y,Y,"A college level statistics course is highly
recommended in preparation for our medical
education program.",,,,,,,
NY,NYU Grossman Long Island School of Medicine,Computer Science,,,,,,,,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Genetics,Recommended,,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Humanities,Recommended,,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Inorganic Chemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Organic Chemistry,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Physics,Recommended,Y,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Psychology,Recommended,,,,Y,Y,Y,,,,,,,,
NY,NYU Grossman Long Island School of Medicine,Social Sciences,Recommended,,,,Y,Y,Y,,,,,,,,
NY,State University of New York Downstate Medical Center College of Medicine,Anatomy,Recommended,Y,,Y,Y,C,Y,"Provide a letter/documentation confirming the reason
you opted for Pass/Fail grade.",,,,,,,
NY,State University of New York Downstate Medical Center College of Medicine,Behavioral Sciences,,N,,,,,,,,,,,,,
NY,State University of New York Downstate Medical Center College of Medicine,Biochemistry,Recommended,Y,,Y,Y,C,Y,#NAME?,,,,,,,
NY,State University of New York Downstate Medical Center College of Medicine,Biology,Required,Y,8,Y,Y,C,Y,"- AP courses must be listed by subject title on final
official college transcript and can not be used toward
fulfilling the lab component.
- Provide reason for Pass/Fail
-""C"" or better required",,,,,,,
NY,State University of New York Downstate Medical Center College of Medicine,Biostatistics,Recommended,Y,,Y,Y,C,Y,"Provide a letter/documentation confirming the reason
you opted for Pass/Fail grade.",,,,,,,
NY,State University of New York Downstate Medical Center College of Medicine,Calculus,,N,,,,,,,,,,,,,
